paraphrase,template_id,prop,possible_answers,id
What does Friedhelm Konietzka play?,1,sport,"[""association football"", ""football"", ""soccer""]",3451987
Friedhelm Konietzka plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",3451987
What is Friedhelm Konietzka's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",3451987
What athletic activity is Friedhelm Konietzka associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",3451987
What sport is Friedhelm Konietzka associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",3451987
Friedhelm Konietzka is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",3451987
What sport does Stadio Brianteo play?,0,sport,"[""association football"", ""football"", ""soccer""]",1395564
What does Stadio Brianteo play?,1,sport,"[""association football"", ""football"", ""soccer""]",1395564
Stadio Brianteo plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",1395564
What is Stadio Brianteo's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",1395564
What athletic activity is Stadio Brianteo associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",1395564
What sport is Stadio Brianteo associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",1395564
Stadio Brianteo is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",1395564
What sport does Warrenpoint Town F.C. play?,0,sport,"[""association football"", ""football"", ""soccer""]",1753408
What does Warrenpoint Town F.C. play?,1,sport,"[""association football"", ""football"", ""soccer""]",1753408
Warrenpoint Town F.C. plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",1753408
What is Warrenpoint Town F.C.'s sport?,3,sport,"[""association football"", ""football"", ""soccer""]",1753408
What athletic activity is Warrenpoint Town F.C. associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",1753408
What sport is Warrenpoint Town F.C. associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",1753408
Warrenpoint Town F.C. is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",1753408
What sport does 1991 CONCACAF Gold Cup play?,0,sport,"[""association football"", ""football"", ""soccer""]",1857340
What does 1991 CONCACAF Gold Cup play?,1,sport,"[""association football"", ""football"", ""soccer""]",1857340
1991 CONCACAF Gold Cup plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",1857340
What is 1991 CONCACAF Gold Cup's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",1857340
What athletic activity is 1991 CONCACAF Gold Cup associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",1857340
What sport is 1991 CONCACAF Gold Cup associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",1857340
1991 CONCACAF Gold Cup is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",1857340
What sport does Christophe Ott play?,0,sport,"[""association football"", ""football"", ""soccer""]",3731527
What does Christophe Ott play?,1,sport,"[""association football"", ""football"", ""soccer""]",3731527
Christophe Ott plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",3731527
What is Christophe Ott's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",3731527
What athletic activity is Christophe Ott associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",3731527
What sport is Christophe Ott associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",3731527
Christophe Ott is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",3731527
What sport does Stephen Connor play?,0,sport,"[""association football"", ""football"", ""soccer""]",5822683
What does Stephen Connor play?,1,sport,"[""association football"", ""football"", ""soccer""]",5822683
Stephen Connor plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",5822683
What is Stephen Connor's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",5822683
What athletic activity is Stephen Connor associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",5822683
What sport is Stephen Connor associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",5822683
Stephen Connor is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",5822683
What sport does FC Enerhetyk Burshtyn play?,0,sport,"[""association football"", ""football"", ""soccer""]",1737166
What does FC Enerhetyk Burshtyn play?,1,sport,"[""association football"", ""football"", ""soccer""]",1737166
FC Enerhetyk Burshtyn plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",1737166
What is FC Enerhetyk Burshtyn's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",1737166
What athletic activity is FC Enerhetyk Burshtyn associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",1737166
What sport is FC Enerhetyk Burshtyn associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",1737166
FC Enerhetyk Burshtyn is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",1737166
What sport does Ladislav Žák play?,0,sport,"[""association football"", ""football"", ""soccer""]",4906189
What does Ladislav Žák play?,1,sport,"[""association football"", ""football"", ""soccer""]",4906189
Ladislav Žák plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",4906189
What is Ladislav Žák's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",4906189
What athletic activity is Ladislav Žák associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",4906189
What sport is Ladislav Žák associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",4906189
Ladislav Žák is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",4906189
What sport does 2002 Euro Beach Soccer Cup play?,0,sport,"[""association football"", ""football"", ""soccer""]",3011411
What does 2002 Euro Beach Soccer Cup play?,1,sport,"[""association football"", ""football"", ""soccer""]",3011411
2002 Euro Beach Soccer Cup plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",3011411
What is 2002 Euro Beach Soccer Cup's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",3011411
What athletic activity is 2002 Euro Beach Soccer Cup associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",3011411
What sport is 2002 Euro Beach Soccer Cup associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",3011411
2002 Euro Beach Soccer Cup is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",3011411
What sport does Sebastián Morquio play?,0,sport,"[""association football"", ""football"", ""soccer""]",2444770
What does Sebastián Morquio play?,1,sport,"[""association football"", ""football"", ""soccer""]",2444770
Sebastián Morquio plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",2444770
What is Sebastián Morquio's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",2444770
What athletic activity is Sebastián Morquio associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",2444770
What sport is Sebastián Morquio associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",2444770
Sebastián Morquio is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",2444770
What sport does Paul Hoffman play?,0,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",953373
What does Paul Hoffman play?,1,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",953373
Paul Hoffman plays what sport?,2,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",953373
What is Paul Hoffman's sport?,3,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",953373
What athletic activity is Paul Hoffman associated with?,4,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",953373
What sport is Paul Hoffman associated with?,5,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",953373
Paul Hoffman is associated with what sport?,6,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",953373
What sport does Cho Keung-yeon play?,0,sport,"[""association football"", ""football"", ""soccer""]",3718561
What does Cho Keung-yeon play?,1,sport,"[""association football"", ""football"", ""soccer""]",3718561
Cho Keung-yeon plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",3718561
What is Cho Keung-yeon's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",3718561
What athletic activity is Cho Keung-yeon associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",3718561
What sport is Cho Keung-yeon associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",3718561
Cho Keung-yeon is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",3718561
What sport does Frank Allcock play?,0,sport,"[""association football"", ""football"", ""soccer""]",4142330
What does Frank Allcock play?,1,sport,"[""association football"", ""football"", ""soccer""]",4142330
Frank Allcock plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",4142330
What is Frank Allcock's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",4142330
What athletic activity is Frank Allcock associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",4142330
What sport is Frank Allcock associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",4142330
Frank Allcock is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",4142330
What sport does Radek Opršal play?,0,sport,"[""association football"", ""football"", ""soccer""]",2912427
What does Radek Opršal play?,1,sport,"[""association football"", ""football"", ""soccer""]",2912427
Radek Opršal plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",2912427
What is Radek Opršal's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",2912427
What athletic activity is Radek Opršal associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",2912427
What sport is Radek Opršal associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",2912427
Radek Opršal is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",2912427
What sport does David Homoláč play?,0,sport,"[""association football"", ""football"", ""soccer""]",1611841
What does David Homoláč play?,1,sport,"[""association football"", ""football"", ""soccer""]",1611841
David Homoláč plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",1611841
What is David Homoláč's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",1611841
What athletic activity is David Homoláč associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",1611841
What sport is David Homoláč associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",1611841
David Homoláč is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",1611841
What sport does Gord Gallant play?,0,sport,"[""ice hockey""]",2353765
What does Gord Gallant play?,1,sport,"[""ice hockey""]",2353765
Gord Gallant plays what sport?,2,sport,"[""ice hockey""]",2353765
What is Gord Gallant's sport?,3,sport,"[""ice hockey""]",2353765
What athletic activity is Gord Gallant associated with?,4,sport,"[""ice hockey""]",2353765
What sport is Gord Gallant associated with?,5,sport,"[""ice hockey""]",2353765
Gord Gallant is associated with what sport?,6,sport,"[""ice hockey""]",2353765
What sport does Giorgio Cagnotto play?,0,sport,"[""diving""]",5416039
What does Giorgio Cagnotto play?,1,sport,"[""diving""]",5416039
Giorgio Cagnotto plays what sport?,2,sport,"[""diving""]",5416039
What is Giorgio Cagnotto's sport?,3,sport,"[""diving""]",5416039
What athletic activity is Giorgio Cagnotto associated with?,4,sport,"[""diving""]",5416039
